热销排名,商品信息,所属店铺,支付子订单数,支付件数,支付转化率指数,店铺链接,日期：20170726,日期：20170727,日期：20170728,日期：20170729,日期：20170730,日期：20170731,日期：20170801,日期：20170802,日期：20170803,日期：20170804,日期：20170805,日期：20170806,日期：20170807,日期：20170808
272,2017新款夏季韩版卷边破洞弹力牛仔短裤女潮显瘦高腰毛边学生热裤价格：268,酷豆牛仔,59,60,30,//shop64630070.taobao.com,34,42,42,39,62,60,62,44,52,35,42,50,54,59
273,2017春夏季新款韩版薄款破洞牛仔裤女九分裤9分小脚裤紧身显瘦潮价格：118,依梦牛仔 厂家直销店,59,67,23,//1688ymfs.taobao.com,72,77,77,47,73,60,47,64,49,50,47,58,33,59
274,春夏季松紧腰带牛仔裤女高腰修身显瘦胖mm高弹力休闲弹性黑色大码价格：369,影儿专柜,59,61,37,//shop130571478.taobao.com,65,77,77,61,78,66,89,89,72,63,49,63,56,59
275,牛仔裤女九分裤2017夏季新款高腰薄款紧身显瘦学生毛边小脚铅笔裤价格：138,蒙奴莎官方店,59,60,16,//mengnusha.taobao.com,40,28,28,38,52,29,57,59,51,57,40,53,59,59
276,新款韩版抓痕九分铅笔裤女高腰弹力不规则剪边磨边小脚牛仔裤价格：198,十月域十年,59,60,21,//shop113839570.taobao.com,37,,,40,39,33,38,34,33,37,51,51,37,59
277,牛仔裤女九分裤薄款小脚裤韩版秋装铅笔裤2017春夏季新款原宿裤子价格：109,雅来特旗舰店,59,59,25,//yalaite.tmall.com,,,,,,,,,,,,,,59
278,卷边高腰牛仔裤女九分裤2017秋装新款韩版学生紧身显瘦小脚裤子价格：99,羊城故事家cantonstory,59,59,22,//cantonstory.taobao.com,,,,,,,,,,,,,,59
279,钱夫人CHINSTUDIO韩版新款浅色毛边开叉牛仔裤女九分裤显瘦铅笔裤价格：139,钱夫人家 雪梨定制,59,59,13,//room-209.taobao.com,42,30,30,37,41,35,47,36,44,45,31,30,48,59
280,特价 韩版弹力修身显瘦小脚高腰牛仔裤女秋铅笔裤2017新款九分裤价格：289,玥兒莎,59,59,16,//weibo99.taobao.com,,,,,,,,,,31,28,,51,59
281,春夏季2017新款显瘦紧身白色破洞牛仔裤女小脚铅笔裤子黑色九分裤价格：269,飞彦服饰旗舰店,58,58,19,//feiyanfs.tmall.com,71,48,48,50,67,65,65,65,58,68,67,64,59,58
282,乐町2017夏季新款女装潮小脚裤女绑带高腰裤牛仔裤修身显瘦铅笔裤价格：389,乐町官方旗舰店,58,58,11,//leting.tmall.com,,,,,,,,,,,,,142,58
283,新品尝鲜价299Vero Moda高含棉弹力修身牛仔裤|317332536价格：379,veromoda官方旗舰店,58,58,18,//veromoda.tmall.com,,,,,,,,,,,,,,58
284,2017新款chic韩国高腰牛仔裤女九分裤修身显瘦弹力小脚铅笔裤薄款价格：128,杜拉拉日韩风女装,58,58,32,//shop113232684.taobao.com,,,,,,,,41,38,45,29,86,58,58
285,夏季牛仔裤女中裤韩版小脚松紧高腰七分短裤紧身显瘦春秋长裤薄款价格：175,衣兰都优质精选,58,58,31,//yige28.taobao.com,59,42,42,61,56,49,55,56,65,57,44,70,52,58
286,破洞铅笔裤2017春季新品韩版复古脚边缺口工艺小脚裤弹力九分裤女价格：38.9,了不起的女孩,58,58,15,//lbqgrils.taobao.com,,,,,,,,,,29,35,40,44,58
287,小绿定制款2017秋季新品铆钉腰带黑色牛仔裤女修身显瘦铅笔裤长裤价格：169,小绿STYLE独家定制,57,57,33,//xiaogreen.taobao.com,,,,,,,,,,,,,,57
288,2017春夏韩版新款浅色破洞牛仔裤女学生小脚修身九分裤显瘦铅笔裤价格：99,小卜大卜小小卜,57,57,14,//xiaobodabo.taobao.com,30,27,27,43,41,50,45,59,41,46,42,63,51,57
289,自制 chic 撕边不规则破洞紧身牛仔裤水洗磨白小脚裤弹力紧身裤女价格：98,馨帮帮sinbounboun,57,57,18,//sinbounboun.taobao.com,43,39,39,27,27,34,57,41,31,,37,33,30,57
290,2017春夏渔网破洞牛仔裤女显瘦乞丐裤玫瑰网袜翻边九分小脚铅笔裤价格：138,棉讯旗舰店,57,57,20,//mianxun.tmall.com,59,51,51,46,36,33,26,37,42,28,47,51,61,57
291,2017秋季新款修身显瘦弹力小脚水洗高腰铅笔裤子九分牛仔裤女学生价格：37.8,三角衣柜,57,60,17,//sanjiaoyigui.taobao.com,32,33,33,40,33,31,39,32,,29,30,79,49,57
292,2017春夏季新款卷边薄款九分牛仔裤女修身显瘦小脚七分裤黑色弹力价格：258,缇哲服饰旗舰店,57,57,18,//tizhe.tmall.com,97,99,99,88,67,62,75,64,74,57,61,47,46,57
293,妖精的口袋Y西部世界秋装2017新款紧身拉链铅笔裤九分牛仔裤女价格：249,妖精的口袋旗舰店,57,57,14,//yaojingdekoudai.tmall.com,,,,,,,,,,,,,,57
294,紧身九分牛仔裤女高腰韩版显瘦百搭新款小脚牛仔长裤子女9分弹力价格：128,迈可思旗舰店,57,57,23,//maikesi.tmall.com,146,178,178,85,127,104,87,87,90,64,55,82,82,57
295,破洞牛仔裤女九分裤春夏季2017新款夏装韩版潮显瘦小脚女裤子女装价格：108,诺诺依舍,56,56,23,//taotaobp.taobao.com,,,,25,26,34,,44,48,48,34,54,44,56
296,2017夏秋韩版浅色九分牛仔裤女高腰小脚铅笔裤显瘦紧身裤9分裤薄价格：238,萱米旗舰店,56,56,15,//xuanmi.tmall.com,49,39,39,27,,23,,,29,51,57,37,48,56
297,2017春季新款直筒卷边牛仔裤女韩版学生宽松高腰百搭九分裤bf风潮价格：90,FASHION 牛仔定制,56,56,19,//shop141488280.taobao.com,37,56,56,39,58,44,53,55,50,42,46,66,67,56
298,ONLY2017夏新含莱卡磨破低腰九分牛仔裤女|117249519价格：499,ONLY官方旗舰店,56,56,22,//only.tmall.com,9,,,68,22,28,16,13,12,13,,,,56
299,高腰牛仔裤女九分裤2017春秋季韩版新款学生显瘦修身小脚铅笔长裤价格：99,彩虹之巅998,55,56,17,//shop113073748.taobao.com,,,,,,,,,,,32,31,45,55
300,希野 秋装2017新款女蓝色高腰修身显瘦小脚牛仔裤紧身弹力铅笔裤价格：299,希野xiye,55,55,24,//xiye-xiye.taobao.com,,,,,,,,,,,,,,55
301,尚驭牛仔铅笔裤女2017秋季新款显瘦磨破弹力小脚裤长裤女裤牛仔裤价格：319,尚驭服饰旗舰店,55,55,15,//whshangyu.tmall.com,27,27,27,36,39,41,48,39,63,35,38,41,43,55
302,聚ONLY2017夏装新品修身棉弹小脚牛仔裤女|117132508价格：449,ONLY官方旗舰店,55,55,27,//only.tmall.com,,,,,,,,,,,,,,55
303,2017春秋新款高腰牛仔裤女小脚裤韩版显瘦紧身弹力白色铅笔长裤A9价格：58.5,百分着衣,55,55,21,//shop69667879.taobao.com,30,19,19,34,,23,21,31,43,44,34,35,42,55
304,自制推荐chic春季百搭不规则破洞撕边小脚牛仔裤街拍紧身裤九分裤价格：78,馨帮帮sinbounboun,55,56,13,//sinbounboun.taobao.com,31,31,31,31,28,42,40,42,32,36,40,30,32,55
305,2017新款韩版夏季开叉毛边高腰牛仔短裤女宽松假两件裙裤薄款热裤价格：93.75,小鹿要飞 杨雅熙定制,55,55,19,//xiaoluyaofei.taobao.com,157,94,94,80,84,76,83,70,60,71,62,80,68,55
306,春夏季新款大码女装胖mm破洞牛仔裤女长裤子bf风宽松九分裤显瘦价格：19,阿伦外贸屋,55,55,33,//shop106080614.taobao.com,,,,,,,,,,32,34,40,41,55
307,RENA复古简约水洗弹力修身显瘦膝盖破洞韩国夏季百搭牛仔九分裤女价格：47,Rena 小铺,54,56,13,//life-rena.taobao.com,27,,,32,40,29,36,35,60,43,44,45,58,54
308,2017春夏韩国高腰微喇牛仔裤女九分毛边显瘦学生黑色阔腿喇叭裤子价格：119,尚琛旗舰店,54,54,22,//shangchenfs.tmall.com,24,28,28,,26,27,38,32,34,35,52,44,49,54
309,韩版新款高腰牛仔裤女长裤子收腹胖MM弹力修身弹力大码小脚铅笔裤价格：198,【酷爱小巷】专业女裤 厂家直销,54,54,23,//kuaixiaoxiang.taobao.com,25,28,28,50,45,30,57,50,59,41,38,41,45,54
310,春夏季2017新款韩版破洞高腰牛仔裤女九分裤弹力小脚裤学生铅笔裤价格：99,金尚秋旗舰店,54,54,19,//jinshangqiu.tmall.com,47,49,49,52,60,70,54,53,57,58,75,61,45,54
311,馨帮帮2017春夏装流苏大破洞牛仔裤chic弹力紧身撕边小脚裤女长裤价格：78,馨帮帮sinbounboun,54,54,15,//sinbounboun.taobao.com,31,33,33,34,28,35,31,26,35,32,29,29,33,54
312,【8.8上午十点 新品8.8折 全国包邮】灰色铅笔裤九分长裤女修身价格：99,TDstudio土豆家,53,54,23,//tdstudio.taobao.com,,,,,,,,,,,,,,53
313,新品牛仔裤大码韩版女裤子小脚裤铅笔裤长裤弹力春秋价格：19,后天的路,53,55,21,//ht3000.taobao.com,77,,,,,19,,19,32,,24,66,66,53
314,破洞牛仔裤女九分裤黑色小脚铅笔裤修身显瘦毛边韩版新款学生紧身价格：199,傲丹旗舰店,53,53,99,//aodannz.tmall.com,,,,,,,,,,,,,,53
315,拉夏贝尔中腰牛仔裤女九分裤2017夏季新款韩版修身显瘦小脚铅笔裤价格：199,拉夏贝尔官方旗舰,53,53,21,//lachapelle.tmall.com,156,95,95,,,,,83,,,52,40,42,53
316,ONLY2017夏新磨破毛边九分修身牛仔裤女|11726I519价格：399,ONLY官方旗舰店,53,54,24,//only.tmall.com,,,,84,51,43,,,,,,,,53
317,早春新款女装复古做旧膝盖破洞毛边高腰修身显瘦铅笔小脚牛仔裤女价格：24.88,壹号人家女装批发,53,54,22,//shop105092960.taobao.com,30,26,26,,41,34,39,33,39,35,38,51,45,53
318,3713 秋季新款韩版拉毛破洞网格牛仔裤女高弹力修身磨白小脚裤潮价格：22.99,第六神话华玉美衣女装成衣性价比之王外贸批发零售,53,56,30,//thesixthmyths.taobao.com,,,,,,,,,,,,,,53
319,夏季韩版chic复古港味弹力修身显瘦破洞牛仔裤九分裤学生小脚裤女价格：36.98,试衣间SYJ,52,53,23,//syj168.taobao.com,47,25,25,37,30,31,38,42,52,48,55,49,32,52
320,高腰牛仔裤女九分裤2017夏新款韩版显瘦小脚长裤薄款铅笔裤子学生价格：168,我就是老王,52,53,21,//shop66613463.taobao.com,59,76,76,77,65,66,66,49,60,57,55,69,30,52
321,chic高腰牛仔裤女紧身小脚九分裤夏秋薄款修身显瘦毛边BF韩版学生价格：168,妖精の扣袋,52,52,25,//shop110569909.taobao.com,,,,,,,,30,28,30,41,45,35,52
322,复古港味chic风水洗做旧磨破毛边夏季百搭高腰牛仔短裤热裤女价格：29,港味潮人馆,52,53,23,//shop109847364.taobao.com,116,85,85,57,50,50,30,49,48,72,65,62,62,52
323,2017秋季新款韩版裤子修身学生破洞小脚铅笔裤高腰牛仔裤女长裤潮价格：42,淘淘衣女装店,52,52,44,//taotaoyi168.taobao.com,,,,24,,19,,31,36,23,27,30,,52
324,韩版显瘦高腰黑色破洞牛仔裤子女2017春秋百搭九分小脚学生新款潮价格：98,gjoy旗舰店,52,52,16,//gjoy.tmall.com,,,,,,28,38,33,37,57,58,59,54,52
325,牛仔裤女九分裤春秋季2017新款高腰显瘦不规则毛边膝盖破洞小脚裤价格：69,YT女裤,52,52,27,//shop143155007.taobao.com,,,,,,,,,30,40,,,30,52
326,牛仔裤女九分裤春夏季韩版女士显瘦百搭2017秋装新款卷边小脚裤潮价格：189,映遇旗舰店,52,52,18,//yinnyurr.tmall.com,,27,27,,,,,,42,38,28,39,57,52
327,蝴蝶结牛仔短裤女夏季2017新款韩版牛仔裤弹力修身夏天热裤开叉潮价格：75,澜克利莎旗舰店,52,52,29,//lankelisha.tmall.com,55,58,58,59,63,63,67,74,40,72,86,79,73,52
328,vinnie弹力夏季韩版高腰复古牛仔短裤女夏潮紧身显瘦毛边开叉热裤价格：98,美中布族,52,52,35,//pitaya-cactus.taobao.com,83,58,58,46,39,47,49,27,45,37,31,34,,52
329,欧洲站2017夏季新款欧货潮重工花朵钉珠烫金弹力毛边九分牛仔裤女价格：588,良坤服饰牛仔女装品牌直销,51,52,9,//liangkun020.taobao.com,24,29,29,27,,37,72,82,86,63,65,53,53,51
330,2017高腰牛仔裤女长裤修身新款秋季松紧腰小脚裤韩版学生显瘦铅笔价格：128,聚划算商城联盟店,51,51,21,//shop136699750.taobao.com,17,,,25,36,102,80,84,64,40,46,48,45,51
331,ONLY夏季莱卡修身基础小脚SO九分牛仔裤女|117149512价格：399,ONLY官方旗舰店,51,56,21,//only.tmall.com,,,,39,,29,,,,,,,,51
332,秋季2017新款chic烂牛仔裤女潮破洞韩版百搭紧身小脚显瘦九分薄款价格：158,美妮兰旗舰店,51,53,27,//meinilan.tmall.com,,,,,,,,,,,30,43,48,51
333,女士七分裤2017夏季新款破洞牛仔女宽松乞丐7分裤薄款学生破洞裤价格：108,蒙特尔服装店,51,51,25,//yy2688.taobao.com,72,78,78,79,60,54,72,85,76,62,70,81,72,51
334,破洞牛仔裤女九分裤黑色小脚铅笔裤修身显瘦弹力韩版新款学生大码价格：199,嘉汇旗舰店,50,50,93,//jiahuifs.tmall.com,,,,,,,,,,,,,,50
335,夏季女装韩版牛仔裤修身显瘦小脚裤高腰裤子弹力铅笔裤九分裤学生价格：37.98,试衣间SYJ,50,50,22,//syj168.taobao.com,41,30,30,37,41,49,44,53,46,47,49,46,41,50
336,排扣高腰牛仔裤女长裤秋季显瘦黑色小脚裤女士修身弹力铅笔裤子潮价格：205,薇伦旗舰店,50,51,30,//weilun.tmall.com,,,,23,29,19,,23,30,23,32,21,29,50
337,逸阳女裤秋季牛仔裤女九分修身小脚铅笔不规则毛边韩版裤子潮1459价格：169,逸阳旗舰店,50,50,21,//esey.tmall.com,,,,,,,,,,,,,,50
338,破洞牛仔裤女九分裤2017春夏季新款高腰毛边紧身小脚裤弹力铅笔裤价格：129,以耶旗舰店,49,49,16,//yiye.tmall.com,28,26,26,26,32,33,30,39,,27,,37,38,49
339,古西亚 2017秋季新款破洞牛仔裤女九分裤黑色高腰铅笔裤小脚裤女价格：188,古西亚旗舰店,49,50,17,//guxiya.tmall.com,29,26,26,35,32,38,53,42,55,50,51,40,38,49
340,聚会员专享8折ONLY2017秋新含棉弹力九分修身牛仔裤女|117349574价格：549,ONLY官方旗舰店,49,49,14,//only.tmall.com,,,,,,,,,,,,,,49
341,黑色膝盖破洞牛仔裤女九分裤chic薄款高腰学生显瘦紧身弹力小脚裤价格：108,韩都女装期舰店,49,50,21,//shop115103148.taobao.com,96,80,80,87,79,84,72,100,94,81,60,39,52,49
342,2017新款白色牛仔短裤女夏破洞宽松高腰韩版显瘦五分裤bf风潮热裤价格：199,梅玲龙旗舰店,48,48,21,//meilinglong.tmall.com,475,57,57,66,79,79,68,78,65,57,50,46,60,48
343,牛仔裤女春夏季2017新款韩版显瘦学生高腰百搭烂破洞小脚九分裤子价格：138,梦希曼旗舰店,48,48,22,//mengximan.tmall.com,60,54,54,49,49,32,42,35,42,35,33,30,31,48
344,黑色高腰牛仔裤女夏长裤2017新款韩版弹力显瘦学生大码小脚裤秋季价格：88,妃霖旗舰店,48,48,26,//feilin.tmall.com,,,,,,,,,,,,,23,48
345,韩版秋季女装新款黑灰色牛仔裤女高腰弹力小脚铅笔裤子紧身九分裤价格：39.8,月牙城,48,48,23,//yueyacheng.taobao.com,,26,26,,,,,31,28,36,38,47,51,48
346,Vero Moda2017春季新品纽扣高腰九分牛仔裤|317149504价格：499,veromoda官方旗舰店,48,48,25,//veromoda.tmall.com,,,,,,,53,,,,,,,48
347,高腰牛仔裤女九分裤2017夏新款韩版显瘦小脚长裤薄款铅笔裤子学生价格：118,潮佳韩谷女装旗舰店,48,48,16,//chaojiahangu.tmall.com,48,49,49,47,46,38,37,40,37,47,47,51,46,48
348,时尚街拍破洞牛仔裤女夏季新款高腰显瘦铅笔裤不规则裤口九分裤潮价格：112.48,Dreamyshow梦梦家女装,47,47,19,//dreamy.taobao.com,,,,,,85,64,77,62,69,39,32,50,47
349,2017韩版秋季新款基础款剪边显瘦牛仔裤女学生打底外穿小脚铅笔裤价格：34.8,月牙城,47,47,25,//yueyacheng.taobao.com,24,28,28,,,35,28,27,28,50,51,53,42,47
350,杨幂同款黑色牛仔裤女九分裤2017韩版高腰学生夏弹力显瘦小脚铅笔价格：199,Only lee 高端定制,47,47,30,//shop101471844.taobao.com,,,,,,,,,,,,,34,47
351,高腰牛仔裤女九分裤秋装2017春夏季新款韩版显瘦学生小脚铅笔裤子价格：99.9,瑞集旗舰店,47,47,85,//ruijinvzhuang.tmall.com,,,,,,,,,,,,,,47
352,2017新款牛仔裤女九分裤春夏季显瘦弹力破洞学生小脚裤百搭铅笔裤价格：128,西西笔記潮流女装,47,47,26,//shop72071655.taobao.com,26,32,32,,37,34,,34,,31,30,34,33,47
353,黑色牛仔裤女夏长裤2017新款韩版显瘦学生毛边小脚裤高腰铅笔裤子价格：239,高窕秀腿旗舰店,47,47,20,//gaotiaoxiutui.tmall.com,73,46,46,27,,,,,,,21,21,31,47
354,LADY巴掌自制紧身弹力手工钉珠亮片显瘦破洞牛仔裤女九分裤包邮K价格：189,巴掌家,47,47,27,//bazniu.taobao.com,,,,,,,,,,,,,,47
355,牛仔裤女长裤小脚裤蓝色韩版春显瘦紧身弹力裤子女黑色学生铅笔裤价格：78,agurain阿革睿旗舰店,47,47,26,//agurain.tmall.com,52,37,37,27,34,45,51,49,65,33,35,55,46,47
356,2017韩版春装新款显瘦高腰蓝色牛仔裤女小脚铅笔裤学生紧身长裤子价格：36.8,月牙城,47,47,21,//yueyacheng.taobao.com,,,,,26,18,26,,24,21,29,26,39,47
357,秋装女装韩版高腰显瘦牛仔裤修身百搭紧身小脚裤铅笔裤九分裤长裤价格：39.98,可可里小姐,47,48,23,//misskkl.taobao.com,40,28,28,30,37,34,48,45,37,44,40,34,55,47
358,【天天特价】夏秋季新款牛仔裤女士韩版紧身小脚裤修身铅笔长裤薄价格：86,衣衣品牌店,46,51,44,//xiaosun828.taobao.com,58,32,32,28,37,40,42,32,32,31,58,39,33,46
359,欧美范春夏高腰小脚牛仔裤女显瘦长裤百搭提臀铅笔裤弹力修身包邮价格：128,F摩登女孩,46,46,10,//mdnh8090.taobao.com,55,49,49,46,51,50,67,56,68,49,77,81,58,46
360,2016夏季新款白色破洞牛仔女修身显瘦弹力紧身休闲大码外穿短裤子价格：35,衣帘幽梦新潮女装,46,47,36,//shop156490848.taobao.com,,,,,,,,30,27,38,27,32,35,46
361,LRUD秋装新款韩版高腰弹力牛仔裤女高腰破洞修身小脚裤铅笔裤长裤价格：79,lrud旗舰店,46,46,13,//lrud.tmall.com,31,39,39,25,35,59,45,55,,,202,113,44,46
362,版型巨显瘦的好裤子 裤脚无缝剪裁修身显瘦九分小脚铅笔牛仔裤女价格：99,螃蟹巷72号时尚女装,46,46,17,//peggy-cheung.taobao.com,,,,,27,,34,,31,,34,34,46,46
363,秋季烟灰色高腰九分牛仔裤小脚裤女9分黑色显瘦弹力铅笔裤长裤潮价格：298,六邵旗舰店,46,46,23,//liushao.tmall.com,,,,28,,,,36,30,,33,,,46
364,夏季新款高腰修身显瘦小脚裤韩版破洞牛仔裤七分裤女铅笔裤6 7分价格：99,韩丽斯服饰,46,46,29,//shop137775906.taobao.com,59,55,55,58,58,54,40,71,72,60,32,45,42,46
365,夏季黑色高腰膝盖破洞牛仔裤女 九分裤修身小脚裤 弹力紧身铅笔裤价格：118,纯儿服饰旗舰店,46,46,39,//chuner.tmall.com,49,50,50,42,27,32,27,37,29,28,31,31,48,46
366,黑色牛仔裤女2017春夏季新款秋装韩版小脚铅笔长裤显瘦学生女裤子价格：79,淑美林服饰旗舰店,46,46,19,//shumeilin.tmall.com,14,34,34,30,38,41,41,28,31,45,29,34,44,46
367,2017春夏季新款牛仔裤女长裤小脚裤修身显瘦百搭薄款紧身铅笔裤子价格：168,依情蜜语,46,46,27,//pwp1.taobao.com,34,46,46,49,48,29,52,29,45,38,33,36,44,46
368,黑色牛仔裤女夏2017新款韩版薄款显瘦毛边紧身小脚铅笔裤九分裤潮价格：199,缪佳旗舰店,45,45,27,//liaojia.tmall.com,,,,,,,,33,60,29,,38,,45
369,2条装】牛仔裤女夏2017新款韩版九分裤学生高腰黑色铅笔小脚长裤价格：119,香舒婷旗舰店,45,45,61,//xiangshuting.tmall.com,,,,,,,,,,,,,,45
370,2017夏装高腰牛仔裤女春夏季韩版长裤显瘦破洞九分裤小脚铅笔裤子价格：99,懵懂依恋旗舰店,45,45,28,//mengdongyilian.tmall.com,,,,,,,,,176,53,26,,,45
371,天天特价高腰牛仔裤女九分裤破洞 小脚裤春夏新款弹力紧身铅笔裤价格：159,秦淮霓裳裤子店,45,45,17,//kuzhuangdian.taobao.com,,,,,,,,,,,,,,45
372,韩版高腰牛仔短裤女裤夏季百搭薄款显瘦弹力胖mm潮大码学生热裤子价格：139,维娓形象店,45,45,44,//shop136919174.taobao.com,71,65,65,57,55,54,57,62,33,42,32,33,42,45
373,夏季薄款复古高腰膝盖破洞牛仔裤女九分裤紧身显瘦弹力小脚铅笔裤价格：158,久觅官方店,45,45,23,//shop143068640.taobao.com,48,42,42,59,52,42,52,40,57,41,37,47,40,45
374,高腰牛仔裤女春松紧腰秋弹力显瘦修身韩版胖mm大码小脚铅笔裤长裤价格：218,艳红女装,45,46,26,//shop101060148.taobao.com,25,25,25,28,28,21,32,34,37,35,32,35,31,45
375,2017秋季新款牛仔裤女士显瘦小脚裤韩版修身弹力铅笔裤女长裤子潮价格：316,乐型旗舰店,45,45,24,//lexing.tmall.com,,,,,,18,,,,23,,28,44,45
376,2017新款夏装韩版高腰黑色牛仔裤女九分裤小脚裤学生显瘦铅笔裤子价格：96,巩迪旗舰店,45,45,72,//gongdi.tmall.com,,,,,,,,,,,,30,41,45
377,2017夏季新款牛仔裤女春秋紧身显瘦薄款九分裤黑色高腰休闲小脚裤价格：206,阿芮轩旗舰店,45,45,20,//aruixuan.tmall.com,47,51,51,55,47,64,44,45,47,55,30,36,57,45
378,希野 女装2017新款秋装黑色高腰修身显瘦小脚裤休闲绑带牛仔裤价格：199,希野xiye,45,45,28,//xiye-xiye.taobao.com,,,,,,,,,,,,,,45
379,秋冬新款韩版剪破紧身弹力高腰牛仔裤女显瘦修身小脚铅笔裤长裤潮价格：40,港妹潮人馆,45,45,21,//bazhaoyi.taobao.com,26,,,,,26,42,30,,44,46,33,45,45
380,2017韩版春秋款高腰牛仔裤女小脚破洞铅笔裤黑色弹力学生九分长裤价格：198,鹿女郎旗舰店,45,47,26,//lunvlang.tmall.com,16,21,21,,33,22,28,26,,29,45,32,36,45
381,景亦 夏装新款韩版修身破洞牛仔裤女高腰显瘦学生小脚裤百搭长裤价格：119,JY STUDIO 张景亦高定工作室,44,44,34,//zjyistudio.taobao.com,,,,,,,,,,,,,,44
382,2017春夏季新款九分裤子百搭黑色破洞牛仔裤女修身弹力小脚铅笔裤价格：168,大眼睛 STUDIO 轻奢主义,44,44,28,//bigeyes8.taobao.com,,,,,,,,,48,34,,,,44
383,【天天特价】大码a字牛仔短裤女夏百搭毛边宽松破洞胖mm阔腿热裤价格：119,[雅蔓阁],44,44,25,//shop104404392.taobao.com,,,,,,,,,,,,,57,44
384,逸阳女裤2017新款夏季薄款白色九分裤女破洞牛仔裤女八分小脚裤子价格：169,esey逸阳名郎专卖店,43,43,20,//eseyml.tmall.com,45,38,38,36,42,49,29,29,44,34,45,33,43,43
385,夏季牛仔裤女中裤韩版小脚高腰紧身显瘦百搭薄款短裤七分八分裤女价格：228,东哞旗舰店,43,44,26,//dongmou.tmall.com,70,47,47,35,36,228,55,32,33,48,53,48,45,43
386,2017秋季新款简约高腰黑色牛仔裤女九分紧身弹力显瘦韩版百搭长裤价格：128,nana家原创牛仔,43,43,23,//shop128490336.taobao.com,,26,26,25,29,,,33,,,,,,43
387,大瓶定制乞丐裤九分裤夏烂小脚裤潮浅色修身弹力紧身破洞牛仔裤女价格：149,UNIHOME 大瓶定制,43,44,11,//unihome.taobao.com,50,53,53,42,43,45,59,65,43,52,42,60,38,43
388,白色破洞牛仔七分裤女夏薄款百搭显瘦休闲7分中裤 子马裤2017新款价格：159,紫琪品牌女装,43,43,31,//shop155340669.taobao.com,47,30,30,56,34,34,30,43,31,40,43,40,25,43
389,ONLY2017夏新特殊裤脚金属九分牛仔裤女|11726I515价格：449,ONLY官方旗舰店,43,43,26,//only.tmall.com,13,,,48,18,22,13,6,6,8,,,,43
390,高腰牛仔裤女春夏季2017新款韩版学生修身显瘦弹力黑色小脚裤子价格：108,angellee旗舰店,43,44,31,//angellee.tmall.com,48,42,42,23,17,15,21,18,19,36,41,41,45,43
391,聚ONLY2017夏装新品修身高腰紧身牛仔裤女|117132505价格：549,ONLY官方旗舰店,43,43,26,//only.tmall.com,,,,,,,,,,,,,,43
392,黑色牛仔裤女长裤2017春夏季新款潮小脚乞丐显瘦紧身烂破洞铅笔裤价格：199,舒美舒漫,43,43,24,//smsyniuzaiku.taobao.com,26,40,40,25,30,24,34,45,27,41,37,41,37,43
393,2017秋季新款春夏破洞牛仔裤女长裤小脚裤韩版女士修身显瘦铅笔裤价格：328,晚烟旗舰店,43,43,16,//wanyanfs.tmall.com,41,34,34,37,35,36,55,52,49,32,39,36,36,43
394,2017新款韩版破洞学生牛仔裤短裤女夏弹力中腰百搭显瘦热裤子薄潮价格：79,惠茜牛仔,42,42,27,//huixi66.taobao.com,79,66,66,67,62,82,49,68,39,55,44,36,31,42
395,2017秋季新款韩版紧身黑色牛仔裤女小脚弹力显瘦铅笔裤修身长裤潮价格：239,梅玲龙旗舰店,42,42,24,//meilinglong.tmall.com,,,,,,,,,,24,,25,38,42
396,天天特价春夏季新款刺绣牛仔裤女九分裤韩版小脚裤个性显瘦裤子潮价格：128,丽丽家牛仔,42,42,20,//shop122471076.taobao.com,,,,,,,,,,,,,63,42
397,破洞牛仔裤女裤子九分春夏季2017新款韩版学生显瘦小脚黑色打底裤价格：199,比丽福旗舰店,42,42,19,//bilifu.tmall.com,,,,,,,,,,,,,36,42
398,牛仔裤女秋季2017新款松紧腰高腰九分裤显瘦大码女裤子胖mm夏长裤价格：159,蜜糖之城服饰旗舰店,42,42,19,//mitangzhicheng.tmall.com,24,39,39,35,38,31,26,,36,22,20,24,25,42
399,Vero Moda2017秋季新品基础款设计九分小脚牛仔裤|317349502价格：379,veromoda官方旗舰店,42,42,21,//veromoda.tmall.com,,6,6,,,,31,12,14,3,,,,42
400,白色牛仔裤女春2017新款长裤韩版显瘦小脚裤夏季铅笔裤九分裤薄价格：169,芳芳之佳旗舰店,42,43,29,//fangfangzhijia.tmall.com,27,27,27,34,23,,25,26,25,37,30,33,25,42
401,CBC2017春夏超高弹力牛仔短裤女浅蓝色卷边韩版修身显瘦高腰热裤价格：248,cobcbc服饰旗舰店,42,42,27,//cobcbc.tmall.com,70,44,44,51,34,53,39,62,39,52,44,56,46,42
402,妖精的口袋W阅读时长秋装2017新款破洞微喇叭牛仔裤女九分裤子价格：249,妖精的口袋旗舰店,42,42,22,//yaojingdekoudai.tmall.com,,,,,,,,,,,,,,42
403,夏秋薄款高腰牛仔裤女九分裤chic韩版紧身毛边学生百搭小脚铅笔裤价格：108,T淘气牛仔,42,42,24,//shop150025165.taobao.com,,,,,,,,,,,,,34,42
404,2017春夏新款大码女士高腰牛仔裤女九分裤胖mm弹力显瘦小脚铅笔裤价格：138,开口笑fushi,41,42,21,//shop108178186.taobao.com,33,33,33,,44,44,48,52,43,30,40,44,45,41
