热销排名,商品信息,所属店铺,支付子订单数,交易增长幅度,支付转化率指数,店铺链接,日期：20170802,日期：20170803,日期：20170804,日期：20170805,日期：20170806,日期：20170807,日期：20170808
426,美美的夏夏：毛边牛仔短裤女夏2017新款高腰修身显瘦休闲热裤子女 价格：109.9,美美的夏夏,137,-0.0685,99,//h-xiaxia.taobao.com,121,174,213,271,275,353,426
427,牛仔裤女春夏季2017新款韩版休闲九分裤学生宽松显瘦破洞哈伦裤潮 价格：136,artmaker旗舰店,137,-0.2595,181,//artmaker.tmall.com,,,,,446,260,427
428,2017夏新款韩版bf复古牛仔裤高腰宽松显瘦原宿风阔腿九分裤女学生 价格：36.8,三角衣柜,136,0.0656,116,//sanjiaoyigui.taobao.com,384,416,421,404,433,428,428
429,松紧腰牛仔短裤女破洞宽松显瘦大码胖mm弹力五分裤2017夏新款中裤 价格：118,奢郁旗舰店,136,-0.1457,227,//sheyunz.tmall.com,,,,,352,320,429
430,高腰夏韩版外穿膝盖破洞小脚裤薄款黑打底九分毛边牛仔裤女乞丐潮 价格：299,尚尚牛仔小屋,136,-0.0622,137,//shop128624263.taobao.com,325,294,261,313,462,359,430
431,满满秋季韩版高腰毛边阔腿牛仔裤女直筒宽松bf风百搭学生九分裤潮 价格：238,满满man&#39;go,136,0,188,//cymango.taobao.com,,,,,,,431
432,韩版夏季薄款高腰破洞牛仔裤女九分裤bf风显瘦弹力毛边直筒裤修身 价格：198,我的野蛮女裤,135,0.0984,136,//shop114215999.taobao.com,235,221,336,415,451,451,432
433,MRS Studios/2017早秋 百搭好穿弹力修身牛仔铅笔九分裤小脚女 黑 价格：219,MRS STUDIOS,135,0,196,//onlymrs.taobao.com,,,,,,,433
434,2017夏季新款 基础百搭撕边高腰水洗牛仔短裤女阔腿热裤休闲裤 价格：33.6,大Sim小Sim小清新,135,-0.0485,101,//dasim.taobao.com,239,242,235,293,308,372,434
435,2017夏季新款高腰牛仔背带短裤女韩版宽松休闲学生连体裤两件套潮 价格：276,韩渔靓裳旗舰店,135,0.0717,130,//hanyuliangshang.tmall.com,,319,319,343,,442,435
436,牛仔短裤女夏2017新款韩版高腰蓝色宽松休闲阔腿热裤破洞毛边裤子 价格：280,源润服饰,135,-0.0279,155,//shop325623995.taobao.com,178,181,305,357,391,389,436
437,赵丽颖同款背带裤女九分裤明星同款白色刺绣破洞连体裤颖宝牛仔裤 价格：169,鑫源服饰1,135,0.0513,100,//396254646.taobao.com,352,360,,,,444,437
438,绣花牛仔短裤女夏2017新款韩版百搭高腰刺绣宽松a字阔腿热裤3分裤 价格：178,私念旗舰店,134,-0.9277,81,//sinian.tmall.com,,,,,,3,438
439,左唐牛仔短裤女夏阔腿宽松高腰韩版a字大码学生显瘦毛边热裤子潮 价格：189,左唐品牌店,134,-0.0021,106,//shop581724532.taobao.com,406,342,361,449,449,399,439
440,韩版毛边超短裤女夏2017新款潮高腰显瘦热裤夏季黑色休闲牛仔短裤 价格：76,KCSTUDIO女装定制 KC家,134,0.0818,152,//cass2012.taobao.com,399,359,412,486,,443,440
441,欧洲站2017春夏新款欧货双口袋黑色束脚宽松垮裤哈伦牛仔背带裤女 价格：398,曼曼欧货女装ifashion,134,0.0231,97,//manmanouhuo.taobao.com,375,316,431,477,,426,441
442,新款宽松破洞牛仔短裤玫瑰刺绣白色高腰短裤女学生毛边热裤阔腿裤 价格：109,希娜苏旗舰店,134,-0.1829,154,//xinasu.tmall.com,420,392,369,340,327,307,442
443,春装高腰牛仔裤女九分裤春夏季2017新款韩版小脚显瘦铅笔长裤子女 价格：168,蓉媛旗舰店,133,0.1301,147,//rongyuan.tmall.com,372,,,,416,472,443
444,2017高腰毛边宽松破洞牛仔短裤女装夏季韩版显瘦阔腿新款A字热裤 价格：139,甲丁盛服饰旗舰店,133,-0.5373,220,//jiadingsheng.tmall.com,,,75,203,170,143,444
445,2017夏季新款韩版潮bf破洞米奇牛仔裤女宽松哈伦裤显瘦小脚九分裤 价格：239,尚品牛仔坊,133,0.3255,97,//shop142703001.taobao.com,333,389,351,454,456,,445
446,白色牛仔短裤女夏高腰2017新款春季韩版宽松显瘦毛边百搭热裤黑色 价格：99,尊贵天使旗舰店,133,0.1152,180,//zunguitianshi.tmall.com,269,350,362,376,355,477,446
447,破洞牛仔裤女黑色九分裤韩版高腰弹力显瘦学生铅笔裤灰色小脚乞丐 价格：198,慢爱者旗舰店,133,0.0813,124,//manaizhe.tmall.com,,,,,437,456,447
448,牛仔短裤女夏2017新款韩版高腰宽松阔腿裤显瘦条纹白色短裤毛边潮 价格：29,物语天成603,133,-0.3127,204,//shop34707944.taobao.com,146,147,155,165,158,240,448
449,夏薄款高腰牛仔裤女九分裤韩版胖mm加大码显瘦小脚女士铅笔裤子潮 价格：218,劲湃牛仔,132,-0.0826,152,//shop112040151.taobao.com,472,,342,489,,358,449
450,夏季薄款新款高腰八分裤毛边九分微喇牛仔裤女显瘦黑色9分喇叭裤 价格：99,蒙奴莎旗舰店,132,0.3597,100,//mengnusha.tmall.com,,,414,,,,450
451,GG秋季灰色牛仔裤女弹力修身薄款显瘦八分裤毛边九分微喇叭裤学生 价格：99,GG house 郭郭定制,132,0,225,//gg-house.taobao.com,,,,,,,451
452,2017春夏季新款高腰破洞牛仔裤女韩版宽松显瘦小脚哈伦裤九分裤子 价格：196,flavie服饰旗舰店,132,0.7143,152,//flaviefs.tmall.com,,,218,245,,,452
453,牛仔短裤夏季女2017新款韩版高腰宽松破洞毛边学生阔腿裤显瘦热裤 价格：139,纯儿服饰旗舰店,131,0.1102,181,//chuner.tmall.com,,,,,,478,453
454,ONLY2017夏季新品三粒扣高腰九分牛仔裤女|117249537 价格：599,ONLY官方旗舰店,131,0,114,//only.tmall.com,,,,,,,454
455,牛仔短裤女夏高腰宽松破洞热裤春季女2017新款韩版a字学生阔腿裤 价格：90,东哞旗舰店,131,-0.2098,157,//dongmou.tmall.com,284,320,326,279,240,296,455
456,港味复古韩国chic风复古显瘦浅色撕边牛仔裤高腰百搭休闲阔腿裤女 价格：40,港妹潮人馆,129,0.0093,92,//bazhaoyi.taobao.com,300,286,352,324,377,423,456
457,港味复古高腰毛边牛仔短裤女夏2017白色a字热裤学生修身阔腿短裤 价格：118,秋雨梧桐落花殇,129,0.2494,126,//shop151778851.taobao.com,,475,,,,,457
458,2017新款夏季牛仔短裤女假两件防走光大码修身牛仔裤裙显瘦热裤潮 价格：198,任衣任恋服饰,129,0.1961,161,//shop532112294.taobao.com,307,230,257,257,311,,458
459,超短裤女夏2017新款潮韩版百搭高腰显瘦热裤夏季黑色休闲牛仔短裤 价格：169,她装旗舰店,128,-0.2242,169,//tazhuang.tmall.com,370,400,289,337,396,302,459
460,2017新款背带裤女夏宽松高腰牛仔裤女学生韩版百搭长裤显瘦九分裤 价格：98,皮尔芭黎旗舰店,128,0.2791,161,//pierbali.tmall.com,,,,490,,,460
461,高腰牛仔短裤女夏季学生白色破洞毛边韩版宽松超短裤大码阔腿热裤 价格：139,凸傲旗舰店,128,-0.0293,194,//tuao.tmall.com,428,393,275,295,304,413,461
462,夏季新款2017韩版裤子宽松阔腿裤毛边绑带学生高腰牛仔裤短裤女装 价格：33.98,试衣间SYJ,128,0.3864,103,//syj168.taobao.com,,,,428,478,,462
463,2017夏季新款韩版破洞七分裤女牛仔裤学生薄款7分裤开叉微喇叭裤 价格：119,奢式旗舰店,128,-0.1818,98,//zraeshree.tmall.com,323,355,324,312,257,327,463
464,牛仔裤女九分裤高腰修身显瘦直筒春夏季2017新款小脚裤浅色休闲裤 价格：36,小宅女大购物 xiaozhainv 小宅女家 xiao zhai nv,128,-0.1096,115,//zhainvjia.taobao.com,345,385,448,484,487,352,464
465,森马浅色牛仔裤女 2017夏装新款 修身弹力小脚裤直筒水洗长裤韩版 价格：159,森马官方旗舰店,128,1.8777,109,//semir.tmall.com,,,,,,,465
466,夏季牛仔短裤女高腰韩版学生破洞修身阔腿宽松卷边白色百搭热裤 价格：299,素柏旗舰店,128,-0.0229,169,//subai.tmall.com,,,,,,416,466
467,3724 秋季新款韩版破毛边洞牛仔裤女高弹力修身纯色微喇叭裤潮 价格：22.99,第六神话华玉美衣女装成衣性价比之王外贸批发零售,128,0,179,//thesixthmyths.taobao.com,,,,,,,467
468,19.9元直播专用全国包邮《新疆西藏青海除外》  尺码问题不退不换 价格：19.9,1谢丹丹1,127,0.3368,694,//shop479364919.taobao.com,498,,,382,354,,468
469,【商场同款】太平鸟女装2017夏装新款基本牛仔小脚裤A4HA72969 价格：299,太平鸟官方旗舰店,127,51.1994,173,//pb89.tmall.com,,234,,,,,469
470,复古港味chic风超级显瘦显腿长侧拉链高腰毛边阔腿裤牛仔裤女裤 价格：35,港味潮人馆,127,-0.0453,131,//shop109847364.taobao.com,,,453,,,414,470
471,太平鸟女装2017秋装新款显瘦毛边不规则拼色牛仔短裤女纯棉热裤女 价格：399,太平鸟官方旗舰店,127,15.6045,149,//pb89.tmall.com,,,,,,,471
472,牛仔短裤女夏季2017新款韩版百搭显瘦高腰a字阔腿裤宽松热裤裤裙 价格：58,初牛旗舰店,127,-0.0231,179,//chuniu.tmall.com,157,182,209,276,432,425,472
473,夏季新款韩版宽松显瘦阔腿裤学生连体背带裤百搭复古牛仔裤短裤女 价格：37.98,试衣间SYJ,127,0.1406,125,//syj168.taobao.com,353,349,382,374,394,,473
474,3714 秋季新款韩版破洞毛边牛仔长裤女高弹力修身水洗磨白小脚裤 价格：22.99,第六神话华玉美衣女装成衣性价比之王外贸批发零售,126,0,180,//thesixthmyths.taobao.com,,,,,,,474
475,加肥加大码高腰牛仔短裤女夏2017新款韩版胖mm破洞宽松阔腿热裤潮 价格：99,胖MM大购物,126,-0.2032,178,//shop110089612.taobao.com,156,165,233,310,322,315,475
476,2017秋季高腰牛仔裤女大码长裤小脚裤松紧腰弹力修身显瘦胖mm 价格：296,纯纯牛仔屋,126,0.2191,188,//shop113661458.taobao.com,413,449,487,,,,476
477,红记夏季新款韩版高腰宽松灰色牛仔短裤女松紧腰显瘦卷边阔腿热裤 价格：99,红记旗舰店,126,-0.8,129,//hongjifs.tmall.com,,,,4,12,38,477
478,牛仔短裤女夏2017新款百搭夏薄款韩版 破洞毛边短裤女高弹力修身 价格：109,婉讯旗舰店,126,-0.227,176,//waanxxu.tmall.com,,,,,421,313,478
479,黑色高腰牛仔短裤女夏2017新款韩版宽松大码胖mm破洞a字阔腿热裤 价格：120,列迪旗舰店,125,0.3196,175,//liedifushi.tmall.com,,,,396,384,,479
480,2017夏季新款A字高腰牛仔短裤女宽松黑色韩版阔腿百搭热裤学生潮 价格：88,匹克玛旗舰店,125,-0.2558,168,//pikema.tmall.com,250,121,272,354,286,283,480
481,MG小象高腰牛仔短裤女夏2017新款韩版宽松显瘦热裤破洞阔腿裤子潮 价格：138,MG小象欧美街拍时尚女装,125,-0.1604,129,//mgxxjia.taobao.com,275,372,325,406,388,335,481
482,牛仔裤女春夏季2017新款裤子韩版百搭高腰热裤毛边黑色牛仔短裤夏 价格：118,安诺黎,125,-0.2365,158,//shop242152773.taobao.com,104,96,117,153,200,306,482
483,古西亚秋季2017新款破洞牛仔裤女长裤韩版高腰黑色牛仔裤女小脚裤 价格：188,古西亚旗舰店,125,0.4433,125,//guxiya.tmall.com,,,,,,,483
484,夏季韩版学生宽松高腰显瘦九分裤大码牛仔裤女bf风秋季小脚哈伦裤 价格：116,贝迪谷旗舰店,125,0.0059,112,//beidigu.tmall.com,374,,377,296,326,450,484
485,破洞微喇牛仔裤女韩版高腰学生显瘦喇叭裤女春夏季2017新款九分裤 价格：189,稀族旗舰店,125,0.0417,143,//xizu.tmall.com,,,,,,465,485
486,2017夏宽松破洞七分裤女薄款显瘦松紧腰刺绣花马裤牛仔中裤哈伦裤 价格：128,樱香雪旗舰店,125,0.0876,195,//yingxiangxue.tmall.com,,407,292,413,445,500,486
487,韩版夏季新款白色热裤学生毛边裤子高腰a字破洞牛仔裤超短裤女夏 价格：89,蜜芙妮女装旗舰店,124,0.3514,172,//mifuninz.tmall.com,,417,403,,428,,487
488,2017秋季新款牛仔背带裤女可拆卸学生韩版显瘦翻边小脚连体长裤潮 价格：288,承允女裤,124,0.0716,154,//chengyunnvku.taobao.com,500,,,,,496,488
489,宽松破洞牛仔裤女九分裤乞丐贴布大码烂哈伦裤2017春夏季新款韩版 价格：108,teyi特一旗舰店,124,-0.1267,110,//teyi.tmall.com,468,297,300,366,306,363,489
490,韩版破洞牛仔裤女2017春夏季薄款高腰显瘦哈伦裤潮学生宽松九分裤 价格：129,婉讯旗舰店,124,0.2784,184,//waanxxu.tmall.com,,,,,,,490
491,2017夏季新款宽松牛仔裤女九分裤阔腿休闲韩版学生哈伦裤女潮薄款 价格：259,doirliy朵黎服饰旗舰店,124,-0.1143,140,//duolifs.tmall.com,,,,,338,394,491
492,2017夏季新款韩版复古毛边牛仔裤女装高腰九分裤宽松显瘦阔腿裤潮 价格：112,6度 6Du Shop女装,124,-0.0183,83,//lovesix.taobao.com,,397,,,492,436,492
493,D家修身显瘦牛仔裤小脚裤纯色九分裤子女减龄铅笔裤2017秋装新款 价格：299,d服饰旗舰店,123,0,475,//dfushi.tmall.com,,,,,,,493
494,女牛仔裤九分裤春夏季2017新款韩版百搭修身小脚裤黑色显瘦长裤女 价格：64,三藏牛仔,123,0.017,159,//shop115085299.taobao.com,347,287,400,469,452,453,494
495,【8.8新品  9折+包邮】丢丢韩版腰部洞眼小脚牛仔裤 价格：129,DIUDIU ROOM 丢丢定制,123,0,198,//honey-diudiu.taobao.com,,,,,,,495
496,杨幂明星同款王子文破洞牛仔裤女夏九分裤ulzzang裤子女小脚裤秋 价格：168,南都之美,123,-0.0039,78,//nandouzhimei.taobao.com,,,,,,455,496
497,牛仔短裤女2017夏季新款韩版高腰做旧破洞毛边宽松显瘦学生热裤潮 价格：19,Nice潮人馆,123,0.4209,178,//nicecr.taobao.com,369,,425,432,,,497
498,古西亚牛仔短裤女夏高腰显瘦毛边破洞黑色阔腿热裤2017新款韩版潮 价格：168,古西亚旗舰店,122,0.3959,148,//guxiya.tmall.com,426,322,461,434,,,498
499,港味复古高腰修身显瘦弹力热裤子百搭A字侧拉链开叉短裤女牛仔裤 价格：30,港妹潮人馆,122,0,111,//bazhaoyi.taobao.com,,,,,,,499
500,网格破洞牛仔短裤女夏新款高腰毛边渔网拼接短裤个性显瘦阔腿热裤 价格：139,小歪潮流女装,122,0.0007,213,//shop105028443.taobao.com,309,326,322,321,324,441,500
