热销排名,商品信息,所属店铺,支付子订单数,交易增长幅度,支付转化率指数,日期：20170626,日期：20170627,日期：20170628,日期：20170629,日期：20170630,日期：20170701,日期：20170702
104,柔柔家柔柔 直播粉丝专享价19.99元 毛边刺绣牛仔短裤 7.2号开抢价格：39.98,柔柔家,495,0,248,,,,,,,104
105,新款高腰黑色显瘦卷边牛仔裤女韩版春夏季百搭女士九分铅笔小脚裤价格：198,绒懿旗舰店,494,0.0078,181,51,46,76,67,82,92,105
106,牛仔短裤女夏2017新款宽松韩版显瘦大码胖mm学生高腰破洞五分裤潮价格：269,曼茵服饰有限公司,481,0.2183,171,105,117,158,117,120,111,106
107,2017春夏新款韩版高腰不规则毛边白色牛仔短裤女学生个性热裤子女价格：110,圣妮儿旗舰店,479,0.3086,137,79,124,166,132,149,124,107
108,2017新款松紧腰牛仔短裤女夏韩版高腰薄款毛边热裤修身显瘦翻边裤价格：258,艾酷佳人女装品牌店,476,-0.0255,232,65,84,105,88,79,91,108
109,2017夏季白色牛仔短裤女高腰宽松刺绣破洞学生显瘦阔腿裤毛边热裤价格：99,KOKO LADY时尚女装,449,0.1718,98,172,205,83,124,124,114,109
110,2017新款韩版高腰毛边破洞牛仔短裤女夏季宽松显瘦浅色阔腿热裤潮价格：108,vekees服饰旗舰店,443,-0.5453,119,166,185,236,170,21,26,110
111,牛仔短裤女2017春夏季新款学生高腰白色百搭超短热裤韩版宽松显瘦价格：88,旗维斯旗舰店,440,0.1896,141,97,73,120,147,115,121,111
112,2017黑色新款破洞牛仔裤女春季韩版九分裤学生铅笔裤女高腰小脚裤价格：128,十翼旗舰店,438,0.2133,170,106,98,185,146,154,125,112
113,韩版新款女装牛仔裤女显瘦高腰休闲牛仔短裤女夏季百搭破洞热裤潮价格：18.39,壹号人家女装批发,430,0.0015,195,88,88,136,121,101,105,113
114,2017夏季新款高腰a字显瘦chic牛仔短裤宽松韩版破洞阔腿热女学生价格：29.8,三角衣柜,427,0.2308,143,383,251,116,110,163,131,114
115,高腰阔腿白色牛仔短裤女夏学生百搭宽松显瘦a字大码翻边韩版热裤价格：108,布衣天成旗舰店,423,0.1138,155,101,95,176,119,151,115,115
116,2017夏季破洞牛仔短裤女 韩版磨破大码毛边卷边薄款显瘦热裤子价格：128,美丽印象私人订制,423,0.1822,192,131,120,157,114,126,127,116
117,韩版新款夏装个性破洞牛仔裤女宽松显瘦毛边短裤阔腿热裤休闲裤子价格：89.99,小V家实拍女装,422,0.9183,158,277,299,354,81,102,294,117
118,破洞九分牛仔裤女春夏季2017新款潮韩版百搭学生显瘦高腰黑色裤子价格：1,980,爱衣频道旗舰店,415,0.0695,195,90,90,162,152,110,117,118
119,弹力紧身破洞七分牛仔裤女夏铅笔七分裤薄款修身小脚中裤百搭夏季价格：249,澜克利莎工厂店,412,0.1158,210,89,81,172,125,103,119,119
120,春夏女装2017韩版个性百搭不规则破洞毛边牛仔短裤高腰显瘦阔腿裤价格：29.98,可可里小姐,404,0.109,173,112,103,108,97,117,123,120
121,夏装2017新款韩版百搭显瘦毛边流苏高腰牛仔阔腿短裤学生热裤女潮价格：129.9,优购女装独家定制,397,0.1059,132,127,144,142,99,123,128,121
122,牛仔短裤女夏白色高腰卷边宽松显瘦2017新款a字韩版学生阔腿热裤价格：199,WDXJ 独家定制,393,0.0414,211,44,40,49,38,99,116,122
123,2017春夏季新款韩版浅色破洞牛仔裤女高腰宽松显瘦九分裤哈伦裤子价格：168,巩迪旗舰店,389,0.2264,167,137,113,223,157,134,148,123
124,2017夏季学生白色破洞牛仔短裤女毛边韩版宽松显瘦阔腿热裤潮气质价格：118,蘑菇头小米旗舰店,388,0.1413,196,92,107,205,179,141,137,124
125,CHICVEN自制夏季新款 复古高腰显瘦阔腿翻边卷边牛仔短裤热裤 女价格：75,CHIC VEN,383,-0.1182,132,68,110,27,40,105,102,125
126,高腰破洞牛仔短裤女夏宽松学生牛仔裤ulzzang超短裤chic短裤女夏价格：35,RPIN瑞品韩版日系女装,383,0.1145,149,143,263,64,52,155,133,126
127,2017夏百搭大码破洞牛仔背带短裤女 学生宽松韩版吊带高腰连体裤价格：96,蔚之新蓝,381,0.1059,157,95,156,81,71,130,132,127
128,买一送一高腰牛仔短裤女2017新款春季韩版显瘦百搭学生超短裤女夏价格：79,皇朝御纺旗舰店,381,0.0214,164,129,147,237,222,145,120,128
129,牛仔短裤女夏季2017新款韩版宽松高腰超短牛仔裤显瘦阔腿毛边热裤价格：79,FJW Awen定制女装,380,0.3058,129,133,196,109,136,150,163,129
130,小番茄定制裙裤女夏季时尚2017新款显瘦牛仔短裤韩版宽松小热裤价格：109,小番茄 定制,378,0.3389,102,140,193,107,135,152,179,130
131,2017春夏季新款破洞牛仔裤女九分裤韩版宽松显瘦乞丐小脚裤哈伦裤价格：189,风恬旗舰店,371,-0.0293,129,82,104,137,122,94,118,131
132,牛仔春夏季2017新款学生显瘦韩版高腰宽松阔腿女士胖mm白色超短裤价格：55,雅羊人旗舰店,370,0.2347,200,146,126,200,161,121,157,132
133,宽松破洞牛仔裤女九分裤春夏季新款高腰显瘦哈伦裤薄款百搭乞丐裤价格：168,诺奇欣旗舰店,368,0.0337,143,77,89,175,149,132,129,133
134,夏季韩版女装学生短裤百搭高腰显瘦阔腿裤破洞毛边牛仔短裤短裙潮价格：24.9,QGZ七公主女装,365,0.3752,157,,,319,263,244,175,134
135,牛仔短裤女夏季2017新款韩版薄百搭学生显瘦阔腿宽松短裤女热裤潮价格：88,尚琛旗舰店,364,0.1699,168,150,232,263,234,227,151,135
136,春夏季薄款bf风韩版白色破洞牛仔裤女高腰宽松显瘦九分裤哈伦裤子价格：128,巩迪旗舰店,364,0.2126,170,293,264,297,185,198,158,136
137,夏装女装韩版高腰显瘦百搭牛仔裤短裤2017新款时尚宽松毛边阔腿裤价格：29.98,可可里小姐,360,0.4364,195,185,213,178,165,153,201,137
138,牛仔超短裤女夏2017新款高腰流行韩版百搭宽松学生时尚白色热裤子价格：298,angellee旗舰店,357,-0.1036,339,,,,,,53,138
139,尚驭牛仔短裤夏季女士2017新款韩版个性百搭修身卷边破洞中腰热裤价格：258,尚驭服饰旗舰店,357,0.078,132,169,184,287,174,133,141,139
140,五分裤女夏薄款大码胖mm宽松韩版阔腿热裤松紧腰休闲天丝牛仔短裤价格：119,三桔旗舰店,355,-0.0165,143,234,172,239,155,125,126,140
141,2017春夏季新款高腰破洞牛仔裤女韩版宽松显瘦百搭裤子哈伦九分裤价格：208,前途旗舰店,354,0.1776,122,174,170,288,224,142,156,141
142,牛仔短裤女春夏季高腰修身显瘦卷边竹节棉高弹力韩版新款百搭热裤价格：88,揭阳泽宏贸易有限公司,354,15.9323,249,,,103,,365,,142
143,毛边流苏破洞高腰牛仔短裤夏女胖MM韩版热裤宽松加肥加大码200斤价格：105,英国格格,349,0.1385,169,497,333,429,315,187,153,143
144,夏季新款高腰牛仔短裤女士松紧腰宽松四分裤a裤排扣大码收腹胖mm价格：199,狐卡尼网上商城,348,0.1044,212,113,102,169,141,129,154,144
145,牛仔短裤女夏2017新款白色宽松韩版学生高腰修身百搭显瘦阔腿热裤价格：90,韩曼惠旗舰店,346,0.4819,189,,409,457,287,197,167,145
146,牛仔背带短裤女夏装2017新款韩版宽松高腰显瘦学生百搭阔腿连体裤价格：89,FANG WOMEN 阿文定制女装,343,0.0171,57,218,286,147,137,157,139,146
147,牛仔短裤女夏2017新款韩版高腰学生宽松破洞卷边阔腿裤显瘦热裤潮价格：298,奥兰可儿旗舰店,342,1.0479,160,,,,429,253,369,147
148,高腰牛仔短裤女夏季弹力白色A字破洞卷边韩版宽松大码阔腿热裤潮价格：79,艾莲奴旗舰店,341,0.0935,159,226,159,196,182,139,150,148
149,2017新款高腰短裤牛仔女夏破洞韩版学生宽松阔腿热裤显瘦白色百搭价格：48,丝洋旗舰店,341,-0.2153,245,53,51,78,78,66,99,149
150,高腰牛仔短裤女夏2017新款宽松韩版百搭热裤刺绣破洞学生裤子白色价格：118,枫锐旗舰店,333,0.6003,154,312,291,377,368,354,273,150
151,夏季学生白色破洞牛仔短裤女毛边宽松韩版潮显瘦阔腿裤大码热裤价格：169,fashion可可,332,0.1523,255,,,,,,165,151
152,破洞牛仔裤女九分裤韩版春夏季2017新款宽松紧腰阔腿乞丐哈伦裤子价格：188,卡优希薇旗舰店,331,0.1256,152,122,137,225,189,171,160,152
153,短裤女夏2017新款韩版春季高腰修身显瘦学生百搭毛边破洞白色牛仔价格：99,梦希曼旗舰店,331,-0.0206,175,117,141,193,154,146,138,153
154,黑色高腰chic短裤女夏2017新款复古显瘦阔腿卷边白色牛仔短裤热裤价格：188,SL潮流女装馆,330,-0.1509,191,34,83,37,51,113,112,154
155,牛仔裤女春夏季2017新款裤子韩版百搭高腰热裤毛边黑色牛仔短裤夏价格：118,安诺黎,330,-0.0388,120,94,116,117,113,111,135,155
156,左唐高腰牛仔短裤女夏季学生宽松胖mm 大码显瘦毛边a字阔腿热裤子价格：169,左唐直销店,325,0.4447,101,186,245,213,316,213,233,156
157,牛仔短裤女夏2017新款韩版宽松学生大码胖mm高腰显瘦bf风阔腿裤女价格：299,慕汀服饰旗舰店,325,0.2319,145,200,250,258,226,271,183,157
158,2017新款高腰破洞白色牛仔短裤女夏韩版宽松显瘦毛边学生阔腿热裤价格：198,FunFunGirl 韩国女装,324,-0.1054,189,93,82,163,139,128,130,158
159,春夏女装韩版宽松百搭学院风牛仔裤背带裤工装裤短裤潮阔腿裤显瘦价格：39.98,可可里小姐,324,-0.0285,96,193,241,165,162,207,143,159
160,毛边流苏侧边条裤破洞高腰短裤夏女2017新款夏季韩版牛仔裤子热裤价格：105,yula羽拉 实拍女装,323,0.0584,113,126,148,151,120,156,155,160
161,2017新款韩版夏季开叉毛边高腰牛仔短裤女宽松假两件裙裤薄款热裤价格：93.75,小鹿要飞 杨雅熙定制,322,0.0436,95,144,169,131,140,167,152,161
162,韩版复古chic风新款长裤侧边拉链高腰阔腿裤夏季宽松休闲裤牛仔裤价格：44,小宅女大购物 xiaozhainv 小宅女家 xiao zhai nv,322,-0.2504,145,109,175,101,86,118,106,162
